ID,ComID,Geogname,Year,Datagroup,Diseases of the Circulatory System,Diseases of the Digestive System,Diseases of the Genitourinary System,Diseases of the Musculoskeletal System,Diseases of the Respiratory System,"Endocrine, Nutritional, and Metabolic",Infectious and Parasitic Diseases,Injury and Poisoning,Mental Disorders,Neoplasms,Total,Circulatory System: Heart Disease,Circulatory System: Major cerebrovascular diseas,Digestive System: esophagus,Digestive System: gall bladder,Digestive System: intestine & peritoneum,Genitourinary System: female genital organs,Genitourinary System: male genital organs,Genitourinary System: urinary system,Respiratory System: asthma,Respiratory System: COPD,Respiratory System: Pneumonia,Neoplasms: Malignant neoplasms,Sub Total,Males,Females,Both Genders
529,cnt1218,Victoria County,1998,60 plus,216,143,67,44,107,18,6,53,28,86,768,4,4,4,4,4,2,2,4,0,4,4,4,40,37,37,74
530,cnt1218,Victoria County,1998,All Ages,310,315,130,89,195,31,22,121,112,128,1453,11,7,13,14,12,7,4,15,0,6,9,11,109,112,108,220
531,cnt1218,Victoria County,1999,00-19,1,27,3,6,40,10,6,19,8,3,123,0,0,1,2,0,1,1,1,1,1,3,2,13,21,18,39
532,cnt1218,Victoria County,1999,20-39,7,54,23,12,29,2,1,27,28,6,189,1,0,3,4,3,2,2,4,0,1,4,1,25,26,24,50
533,cnt1218,Victoria County,1999,40-59,73,71,22,16,22,16,4,29,38,31,322,4,2,4,2,4,2,2,2,0,3,4,4,33,33,33,66
534,cnt1218,Victoria County,1999,60 plus,208,131,50,45,145,26,11,52,41,92,801,4,4,4,4,4,2,2,4,0,4,4,4,40,39,37,76
535,cnt1218,Victoria County,1999,All Ages,289,283,98,79,236,54,22,127,115,132,1435,9,6,12,12,11,7,7,11,1,9,15,11,111,119,112,231
536,cnt1218,Victoria County,2000,00-19,,26,4,4,25,5,6,13,5,,88,0,0,3,2,0,1,0,1,0,0,3,0,10,18,17,35
537,cnt1218,Victoria County,2000,20-39,7,39,10,15,19,3,2,23,21,6,145,2,0,4,3,2,2,0,4,0,1,3,2,23,28,22,50
538,cnt1218,Victoria County,2000,40-59,37,88,24,28,34,7,1,27,34,24,304,3,1,4,4,4,2,1,3,1,3,3,4,33,31,32,63
539,cnt1218,Victoria County,2000,60 plus,168,107,39,48,116,12,9,56,20,58,633,4,4,4,4,4,1,2,4,0,4,4,4,39,36,37,73
540,cnt1218,Victoria County,2000,All Ages,212,260,77,95,194,27,18,119,80,88,1170,9,5,15,13,10,6,3,12,1,8,13,10,105,113,108,221
541,cnt1202,Yarmouth County,1995,00-19,8,84,22,22,176,14,35,52,64,4,481,4,0,2,3,3,2,1,4,0,1,4,1,25,29,26,55
542,cnt1202,Yarmouth County,1995,20-39,25,78,68,31,46,20,5,46,93,26,438,4,1,3,4,2,2,0,4,0,2,4,4,30,35,30,65
543,cnt1202,Yarmouth County,1995,40-59,122,102,68,35,36,19,8,46,92,81,609,4,2,3,4,4,2,2,4,0,3,4,4,36,37,35,72
544,cnt1202,Yarmouth County,1995,60 plus,433,195,99,65,193,39,21,77,39,180,1341,4,4,4,4,4,2,2,4,0,4,4,4,40,38,37,75
545,cnt1202,Yarmouth County,1995,All Ages,588,459,257,153,451,92,69,221,288,291,2869,16,7,12,15,13,8,5,16,0,10,16,13,131,139,128,267
546,cnt1202,Yarmouth County,1996,00-19,8,41,17,9,135,8,28,45,53,6,350,1,0,2,2,1,2,1,4,0,1,4,1,19,25,27,52
547,cnt1202,Yarmouth County,1996,20-39,29,74,50,20,31,10,10,30,100,30,384,3,1,3,3,3,2,0,3,0,1,2,4,25,32,26,58
548,cnt1202,Yarmouth County,1996,40-59,134,98,71,21,36,27,2,36,59,77,561,4,3,3,4,3,2,1,4,0,2,4,4,34,36,32,68
549,cnt1202,Yarmouth County,1996,60 plus,428,159,100,56,149,55,13,84,31,142,1217,4,4,3,4,4,2,2,4,0,4,4,4,39,38,37,75
550,cnt1202,Yarmouth County,1996,All Ages,599,372,238,106,351,100,53,195,243,255,2512,12,8,11,13,11,8,4,15,0,8,14,13,117,131,122,253
551,cnt1202,Yarmouth County,1997,00-19,10,51,25,9,138,21,27,37,37,4,359,2,0,3,1,3,2,1,4,0,0,4,1,21,28,24,52
552,cnt1202,Yarmouth County,1997,20-39,16,64,62,14,32,14,8,30,117,20,377,4,0,4,3,3,2,0,4,0,0,4,4,28,36,25,61
553,cnt1202,Yarmouth County,1997,40-59,121,82,74,25,29,23,11,39,59,85,548,4,2,4,4,4,2,2,3,1,1,4,4,35,35,39,74
554,cnt1202,Yarmouth County,1997,60 plus,463,146,105,57,206,54,12,90,24,151,1308,4,4,4,4,4,2,2,4,0,4,4,4,40,38,37,75
555,cnt1202,Yarmouth County,1997,All Ages,610,343,266,105,405,112,58,196,237,260,2592,14,6,15,12,14,8,5,15,1,5,16,13,124,137,125,262
556,cnt1202,Yarmouth County,1998,00-19,11,62,22,11,166,15,28,34,23,5,377,4,1,3,1,2,1,1,3,0,0,4,1,21,25,26,51
557,cnt1202,Yarmouth County,1998,20-39,21,67,33,27,36,12,9,49,55,16,325,3,0,3,3,3,2,0,3,0,1,4,3,25,31,25,56
558,cnt1202,Yarmouth County,1998,40-59,127,106,59,37,48,23,6,35,48,79,568,4,3,4,4,3,2,1,4,0,3,4,4,36,37,32,69
559,cnt1202,Yarmouth County,1998,60 plus,441,157,113,72,231,46,10,94,43,149,1356,4,4,4,4,4,2,2,4,0,4,4,5,41,39,39,78
560,cnt1202,Yarmouth County,1998,All Ages,600,392,227,147,481,96,53,212,169,249,2626,15,8,14,12,12,7,4,14,0,8,16,13,123,132,122,254
561,cnt1202,Yarmouth County,1999,00-19,4,46,29,20,112,12,29,21,10,2,285,2,0,2,1,1,2,2,3,0,0,3,0,16,24,22,46
562,cnt1202,Yarmouth County,1999,20-39,12,90,54,20,30,9,5,26,53,17,316,3,0,2,3,3,2,0,4,0,0,2,2,21,27,22,49
563,cnt1202,Yarmouth County,1999,40-59,137,91,62,26,38,31,7,46,67,87,592,5,3,4,4,4,2,2,4,0,1,3,4,36,35,35,70
564,cnt1202,Yarmouth County,1999,60 plus,460,163,77,85,215,54,25,111,33,147,1370,4,4,4,4,4,2,2,4,0,4,4,4,40,38,37,75
565,cnt1202,Yarmouth County,1999,All Ages,613,390,222,151,395,106,66,204,163,253,2563,14,7,12,12,12,8,6,15,0,5,12,10,113,124,116,240
566,cnt1202,Yarmouth County,2000,00-19,1,35,6,15,103,15,24,35,27,3,264,0,0,2,2,3,1,0,2,0,3,4,0,17,23,25,48
567,cnt1202,Yarmouth County,2000,20-39,26,70,49,20,42,5,6,40,50,22,330,4,0,2,3,4,2,1,4,0,0,4,2,26,31,25,56
568,cnt1202,Yarmouth County,2000,40-59,121,89,56,32,38,28,15,38,53,91,561,4,3,3,4,3,2,2,4,0,1,3,4,33,37,35,72
569,cnt1202,Yarmouth County,2000,60 plus,473,151,91,55,163,57,14,77,30,152,1263,4,4,4,4,4,2,2,4,1,4,4,4,41,39,38,77
570,cnt1202,Yarmouth County,2000,All Ages,621,345,202,122,346,105,59,190,160,268,2418,12,7,11,13,14,7,5,14,1,8,15,10,117,130,123,253
571,dha3,Annapolis Valley District Health Authority,1995,00-19,7,84,26,28,273,34,35,103,56,9,655,3,1,6,3,5,2,2,9,4,7,16,2,60,95,95,190
572,dha3,Annapolis Valley District Health Authority,1995,20-39,49,227,181,64,93,30,21,131,288,81,1165,13,0,7,15,12,13,1,13,1,2,15,14,106,150,122,272
573,dha3,Annapolis Valley District Health Authority,1995,40-59,318,282,141,87,95,32,5,133,214,163,1470,27,10,12,23,16,14,5,18,3,9,12,23,172,176,157,333
574,dha3,Annapolis Valley District Health Authority,1995,60 plus,1369,445,219,234,372,76,53,313,114,404,3599,28,25,24,23,27,11,12,24,0,24,24,26,248,233,223,456
575,dha3,Annapolis Valley District Health Authority,1995,All Ages,1743,1038,567,413,833,172,114,680,672,657,6889,71,36,49,64,60,40,20,64,8,42,67,65,586,654,597,1251
576,dha3,Annapolis Valley District Health Authority,1996,00-19,5,106,30,26,261,37,29,100,57,7,658,2,1,5,5,4,3,2,9,1,4,14,1,51,88,95,183
577,dha3,Annapolis Valley District Health Authority,1996,20-39,50,195,177,55,70,24,13,141,286,33,1044,12,2,8,14,15,14,1,13,1,1,7,9,97,140,103,243
578,dha3,Annapolis Valley District Health Authority,1996,40-59,374,276,156,70,74,36,8,117,207,139,1457,25,7,15,23,19,14,5,17,1,10,11,23,170,178,153,331
579,dha3,Annapolis Valley District Health Authority,1996,60 plus,1279,480,249,187,407,76,43,329,115,413,3578,28,23,21,25,23,14,12,24,1,23,24,28,246,233,215,448
580,dha3,Annapolis Valley District Health Authority,1996,All Ages,1708,1057,612,338,812,173,93,687,665,592,6737,67,33,49,67,61,45,20,63,4,38,56,61,564,639,566,1205
581,dha3,Annapolis Valley District Health Authority,1997,00-19,6,93,19,43,231,50,25,103,38,2,610,5,0,9,6,5,3,2,5,0,5,16,0,56,93,91,184
582,dha3,Annapolis Valley District Health Authority,1997,20-39,38,182,206,49,59,10,4,101,211,34,894,11,2,8,12,16,13,3,14,0,0,7,5,91,135,94,229
583,dha3,Annapolis Valley District Health Authority,1997,40-59,477,250,176,102,78,35,17,98,201,133,1567,25,12,15,18,19,14,2,18,1,6,14,23,167,184,157,341
584,dha3,Annapolis Valley District Health Authority,1997,60 plus,1375,425,177,205,490,74,37,288,108,416,3595,28,25,16,24,27,12,11,21,2,24,26,27,243,223,224,447
585,dha3,Annapolis Valley District Health Authority,1997,All Ages,1896,950,578,399,858,169,83,590,558,585,6666,69,39,48,60,67,42,18,58,3,35,63,55,557,635,566,1201
586,dha3,Annapolis Valley District Health Authority,1998,00-19,8,91,21,38,230,46,32,93,34,6,599,5,0,9,5,5,2,0,8,0,2,16,2,54,95,90,185
587,dha3,Annapolis Valley District Health Authority,1998,20-39,55,179,166,47,54,23,10,114,197,34,879,12,4,11,15,11,13,0,15,0,0,7,9,97,132,98,230
588,dha3,Annapolis Valley District Health Authority,1998,40-59,436,294,172,85,83,40,9,87,161,169,1536,27,9,18,23,18,13,4,15,0,10,14,25,176,176,164,340
589,dha3,Annapolis Valley District Health Authority,1998,60 plus,1396,460,227,206,457,80,34,314,92,406,3672,27,24,21,25,25,10,13,22,1,23,27,26,244,223,214,437
590,dha3,Annapolis Valley District Health Authority,1998,All Ages,1895,1024,586,376,824,189,85,608,484,615,6686,71,37,59,68,59,38,17,60,1,35,64,62,571,626,566,1192
591,dha3,Annapolis Valley District Health Authority,1999,00-19,2,91,23,43,216,67,31,114,26,5,618,1,0,5,5,6,1,2,9,3,3,14,2,51,87,90,177
592,dha3,Annapolis Valley District Health Authority,1999,20-39,32,165,164,57,55,18,17,126,188,44,866,13,0,6,11,12,13,1,12,0,4,10,13,95,130,101,231
593,dha3,Annapolis Valley District Health Authority,1999,40-59,377,270,202,106,73,47,15,149,156,126,1521,24,11,18,18,23,13,6,17,2,8,13,22,175,188,150,338
594,dha3,Annapolis Valley District Health Authority,1999,60 plus,1297,449,204,231,481,96,44,318,118,383,3621,28,24,22,23,26,12,12,24,6,24,25,27,253,231,230,461
595,dha3,Annapolis Valley District Health Authority,1999,All Ages,1708,975,593,437,825,228,107,707,488,558,6626,66,35,51,57,67,39,21,62,11,39,62,64,574,636,571,1207
596,dha3,Annapolis Valley District Health Authority,2000,00-19,9,80,16,31,217,32,36,95,12,7,535,6,0,5,5,4,2,3,7,4,4,16,3,59,82,96,178
597,dha3,Annapolis Valley District Health Authority,2000,20-39,32,189,168,64,47,31,15,121,60,37,764,10,1,5,18,13,14,1,16,0,2,8,8,96,136,99,235
598,dha3,Annapolis Valley District Health Authority,2000,40-59,328,321,184,108,78,52,14,135,80,137,1437,26,13,16,20,20,14,5,16,2,14,17,23,186,192,166,358
599,dha3,Annapolis Valley District Health Authority,2000,60 plus,1283,509,200,212,441,103,40,319,64,364,3535,27,25,20,24,25,13,13,25,1,23,25,27,248,224,227,451
600,dha3,Annapolis Valley District Health Authority,2000,All Ages,1652,1099,568,415,783,218,105,670,216,545,6271,69,39,46,67,62,43,22,64,7,43,66,61,589,634,588,1222
601,dha8,Cape Breton District Health Authority,1995,00-19,16,342,64,62,678,54,113,238,154,36,1757,3,0,8,3,5,5,4,7,2,4,13,4,58,75,69,144
602,dha8,Cape Breton District Health Authority,1995,20-39,100,501,229,126,258,64,36,291,431,98,2134,6,3,9,10,8,7,4,10,1,1,12,6,77,93,82,175
603,dha8,Cape Breton District Health Authority,1995,40-59,739,791,320,264,297,112,28,307,391,391,3640,12,10,12,13,11,6,4,9,5,10,12,12,116,113,106,219
604,dha8,Cape Breton District Health Authority,1995,60 plus,2576,1247,464,552,947,225,71,587,262,952,7883,14,12,11,10,10,5,6,11,6,12,12,11,120,108,111,219
605,dha8,Cape Breton District Health Authority,1995,All Ages,3431,2881,1077,1004,2180,455,248,1423,1238,1477,15414,35,25,40,36,34,23,18,37,14,27,49,33,371,389,368,757
606,dha8,Cape Breton District Health Authority,1996,00-19,18,351,83,72,617,71,105,252,195,27,1791,6,1,5,5,7,4,4,6,1,7,12,4,62,73,82,155
607,dha8,Cape Breton District Health Authority,1996,20-39,109,447,194,120,200,42,33,217,564,110,2036,9,1,10,11,7,6,2,7,2,2,5,7,69,91,74,165
608,dha8,Cape Breton District Health Authority,1996,40-59,764,743,295,229,275,103,26,241,441,400,3517,12,9,10,11,12,6,5,10,3,7,9,11,105,108,98,206
609,dha8,Cape Breton District Health Authority,1996,60 plus,2495,1105,510,502,934,207,69,522,251,922,7517,14,11,10,10,10,5,5,10,5,11,11,12,114,103,105,208
610,dha8,Cape Breton District Health Authority,1996,All Ages,3386,2646,1082,923,2026,423,233,1232,1451,1459,14861,41,22,35,37,36,21,16,33,11,27,37,34,350,375,359,734
611,dha8,Cape Breton District Health Authority,1997,00-19,23,285,110,55,559,65,121,212,225,16,1671,6,0,7,4,9,2,3,9,3,6,12,3,64,73,78,151
612,dha8,Cape Breton District Health Authority,1997,20-39,71,433,175,103,154,39,21,204,488,91,1779,5,2,11,12,6,6,2,8,1,3,7,7,70,89,75,164
613,dha8,Cape Breton District Health Authority,1997,40-59,809,681,330,212,299,105,31,255,498,362,3582,13,8,11,10,12,7,4,10,5,11,13,10,114,117,93,210
614,dha8,Cape Breton District Health Authority,1997,60 plus,2538,1113,584,431,1119,223,91,575,231,816,7721,13,13,11,10,11,5,7,10,5,11,12,12,120,105,111,216
615,dha8,Cape Breton District Health Authority,1997,All Ages,3441,2512,1199,801,2131,432,264,1246,1442,1285,14753,37,23,40,36,38,20,16,37,14,31,44,32,368,384,357,741
616,dha8,Cape Breton District Health Authority,1998,00-19,31,212,82,53,568,60,97,193,129,24,1449,4,1,4,5,6,4,3,9,1,2,8,7,54,67,74,141
617,dha8,Cape Breton District Health Authority,1998,20-39,94,418,188,94,149,49,14,199,420,69,1694,10,2,9,11,7,5,1,10,1,2,5,3,66,79,78,157
618,dha8,Cape Breton District Health Authority,1998,40-59,793,675,323,226,252,107,39,223,366,399,3403,14,9,11,12,12,6,4,12,4,9,9,12,114,110,93,203
619,dha8,Cape Breton District Health Authority,1998,60 plus,2415,1061,524,475,907,220,94,603,233,900,7432,13,11,11,10,11,6,5,11,5,12,11,11,117,108,106,214
620,dha8,Cape Breton District Health Authority,1998,All Ages,3333,2366,1117,848,1876,436,244,1218,1148,1392,13978,41,23,35,38,36,21,13,42,11,25,33,33,351,364,351,715
621,dha8,Cape Breton District Health Authority,1999,00-19,24,194,61,43,516,88,96,178,103,22,1325,3,2,6,7,4,2,2,9,2,5,11,5,58,76,67,143
622,dha8,Cape Breton District Health Authority,1999,20-39,71,397,166,80,166,37,22,191,370,74,1574,8,2,9,10,8,6,4,10,1,2,10,8,78,86,75,161
623,dha8,Cape Breton District Health Authority,1999,40-59,688,642,315,198,212,105,27,246,360,382,3175,14,5,10,11,11,7,5,9,2,10,13,13,110,111,103,214
624,dha8,Cape Breton District Health Authority,1999,60 plus,2434,995,500,482,974,211,79,520,245,903,7343,14,11,11,12,11,5,5,11,5,12,12,12,121,110,106,216
625,dha8,Cape Breton District Health Authority,1999,All Ages,3217,2228,1042,803,1868,441,224,1135,1078,1381,13417,39,20,36,40,34,20,16,39,10,29,46,38,367,383,351,734
626,dha8,Cape Breton District Health Authority,2000,00-19,17,215,53,48,386,60,62,146,89,16,1092,3,3,7,7,4,2,1,8,1,1,13,5,55,70,72,142
627,dha8,Cape Breton District Health Authority,2000,20-39,48,351,132,76,144,43,11,168,358,64,1395,9,2,11,11,7,7,0,10,0,4,11,8,80,94,74,168
628,dha8,Cape Breton District Health Authority,2000,40-59,642,651,258,249,268,98,23,268,354,311,3122,12,7,11,13,12,7,4,8,5,8,9,11,107,104,103,207
629,dha8,Cape Breton District Health Authority,2000,60 plus,2232,940,443,459,826,206,84,527,226,769,6712,13,11,11,11,11,4,6,11,6,12,12,12,120,111,111,222
630,dha8,Cape Breton District Health Authority,2000,All Ages,2939,2157,886,832,1624,407,180,1109,1027,1160,12321,37,23,40,42,34,20,11,37,12,25,45,36,362,379,360,739
631,dha9,Capital District Health Authority,1995,00-19,39,313,181,180,734,119,119,511,171,43,2410,3,3,4,6,4,2,2,7,3,4,4,3,45,51,50,101
632,dha9,Capital District Health Authority,1995,20-39,148,973,655,350,386,182,102,592,882,257,4527,7,2,6,6,7,4,1,7,3,3,5,5,56,63,55,118
633,dha9,Capital District Health Authority,1995,40-59,1066,1184,573,460,340,180,91,509,675,721,5799,7,6,8,8,8,4,2,7,2,8,6,8,74,72,67,139
634,dha9,Capital District Health Authority,1995,60 plus,3372,1565,731,705,1246,261,148,1041,484,1400,10953,8,8,8,7,8,4,4,8,4,8,8,8,83,79,78,157
635,dha9,Capital District Health Authority,1995,All Ages,4625,4035,2140,1695,2706,742,460,2653,2212,2421,23689,25,19,26,27,27,14,9,29,12,23,23,24,258,265,250,515
636,dha9,Capital District Health Authority,1996,00-19,39,293,149,135,551,86,102,449,202,45,2051,3,2,5,3,2,2,1,5,2,2,5,3,35,46,44,90
637,dha9,Capital District Health Authority,1996,20-39,154,862,572,319,321,139,122,567,817,223,4096,7,2,6,6,6,4,2,5,1,3,3,4,49,55,52,107
638,dha9,Capital District Health Authority,1996,40-59,964,1012,543,412,359,150,71,522,715,739,5487,8,5,7,7,8,4,2,7,2,6,4,7,67,67,62,129
639,dha9,Capital District Health Authority,1996,60 plus,3284,1331,709,718,1286,320,144,1070,493,1191,10546,8,8,8,8,8,4,4,8,3,8,8,8,83,76,78,154
640,dha9,Capital District Health Authority,1996,All Ages,4441,3498,1973,1584,2517,695,439,2608,2227,2198,22180,26,17,26,24,24,14,9,25,8,19,20,22,234,244,236,480
641,dha9,Capital District Health Authority,1997,00-19,49,299,147,131,503,96,86,398,187,34,1930,4,2,4,2,4,4,1,5,1,1,5,3,36,45,40,85
642,dha9,Capital District Health Authority,1997,20-39,133,810,627,326,268,120,89,564,962,236,4135,5,2,5,4,3,4,1,6,2,2,4,5,43,53,47,100
643,dha9,Capital District Health Authority,1997,40-59,1001,961,632,478,388,162,63,539,779,875,5878,7,4,7,8,6,4,2,7,2,5,7,6,65,64,62,126
644,dha9,Capital District Health Authority,1997,60 plus,3275,1218,841,728,1373,294,132,1050,461,1271,10643,8,8,7,8,8,4,4,8,2,8,8,8,81,71,76,147
645,dha9,Capital District Health Authority,1997,All Ages,4458,3288,2247,1663,2532,672,370,2551,2389,2416,22586,24,16,23,22,21,16,8,26,7,16,24,22,225,233,225,458
646,dha9,Capital District Health Authority,1998,00-19,31,307,198,156,511,84,106,386,167,38,1984,2,0,3,4,3,3,1,3,1,2,6,2,30,44,44,88
647,dha9,Capital District Health Authority,1998,20-39,128,843,624,327,271,131,73,527,773,276,3973,7,3,5,5,6,4,2,7,2,3,2,5,51,61,50,111
648,dha9,Capital District Health Authority,1998,40-59,910,1013,680,452,361,154,60,567,711,849,5757,8,4,6,6,7,4,3,7,2,6,6,8,67,63,68,131
649,dha9,Capital District Health Authority,1998,60 plus,3237,1356,808,728,1529,279,125,1075,362,1407,10906,8,8,8,8,8,4,4,8,2,8,8,8,82,76,76,152
650,dha9,Capital District Health Authority,1998,All Ages,4306,3519,2310,1663,2672,648,364,2555,2013,2570,22620,25,15,22,23,24,15,10,25,7,19,22,23,230,244,238,482
651,dha9,Capital District Health Authority,1999,00-19,42,288,166,149,527,84,121,429,221,57,2084,4,3,4,3,4,2,1,5,0,2,5,4,37,44,42,86
652,dha9,Capital District Health Authority,1999,20-39,126,706,557,280,320,118,77,524,797,263,3768,6,2,7,4,4,4,1,6,2,3,6,5,50,59,56,115
653,dha9,Capital District Health Authority,1999,40-59,985,967,724,452,391,161,84,627,637,828,5856,9,6,7,7,7,5,3,7,2,7,5,8,73,67,65,132
654,dha9,Capital District Health Authority,1999,60 plus,3014,1289,794,706,1457,281,102,998,306,1425,10372,8,8,8,8,8,4,4,8,2,8,8,7,81,75,75,150
655,dha9,Capital District Health Authority,1999,All Ages,4167,3250,2241,1587,2695,644,384,2578,1961,2573,22080,27,19,26,22,23,15,9,26,6,20,24,24,241,245,238,483
656,dha9,Capital District Health Authority,2000,00-19,39,343,189,146,350,77,128,381,183,47,1883,4,3,3,3,2,2,1,7,0,2,4,3,34,41,47,88
657,dha9,Capital District Health Authority,2000,20-39,104,666,566,249,205,110,66,516,662,221,3365,5,2,6,4,5,4,1,7,2,3,2,5,46,53,55,108
658,dha9,Capital District Health Authority,2000,40-59,949,908,627,396,277,145,64,671,561,829,5427,8,8,6,7,7,4,3,7,3,4,3,7,67,67,59,126
659,dha9,Capital District Health Authority,2000,60 plus,2909,1084,722,636,1203,273,107,966,308,1357,9565,8,8,7,7,8,4,4,8,2,8,8,8,80,71,74,145
660,dha9,Capital District Health Authority,2000,All Ages,4001,3001,2104,1427,2035,605,365,2534,1714,2454,20240,25,21,22,21,22,14,9,29,7,17,17,23,227,232,235,467
661,dha4,Colchester East Hants District Health Authority,1995,00-19,6,98,45,26,332,34,41,133,33,7,755,1,0,3,4,4,4,3,8,3,5,13,3,51,70,71,141
662,dha4,Colchester East Hants District Health Authority,1995,20-39,33,197,164,64,52,36,15,111,161,46,879,8,3,8,9,9,6,1,11,2,0,7,9,73,96,68,164
663,dha4,Colchester East Hants District Health Authority,1995,40-59,286,291,170,110,66,38,15,122,96,135,1329,15,9,9,15,11,8,5,10,0,7,10,12,111,113,94,207
664,dha4,Colchester East Hants District Health Authority,1995,60 plus,850,390,212,182,307,54,51,251,75,345,2717,15,11,10,13,10,6,7,13,4,11,12,12,124,119,107,226
665,dha4,Colchester East Hants District Health Authority,1995,All Ages,1175,976,591,382,757,162,122,617,365,533,5680,39,23,30,41,34,24,16,42,9,23,42,36,359,398,340,738
666,dha4,Colchester East Hants District Health Authority,1996,00-19,6,105,41,31,236,23,41,122,41,7,653,2,0,6,5,5,4,5,7,2,3,10,4,53,71,70,141
667,dha4,Colchester East Hants District Health Authority,1996,20-39,23,177,157,53,63,26,9,137,211,51,907,8,1,7,11,8,7,1,9,0,1,9,9,71,91,65,156
668,dha4,Colchester East Hants District Health Authority,1996,40-59,244,274,162,113,73,28,17,124,112,162,1309,14,11,8,14,9,5,4,11,1,5,12,11,105,111,96,207
669,dha4,Colchester East Hants District Health Authority,1996,60 plus,866,346,211,159,326,73,34,236,74,267,2592,14,12,10,12,11,5,6,11,7,13,12,13,126,112,119,231
670,dha4,Colchester East Hants District Health Authority,1996,All Ages,1139,902,571,356,698,150,101,619,438,487,5461,38,24,31,42,33,21,16,38,10,22,43,37,355,385,350,735
671,dha4,Colchester East Hants District Health Authority,1997,00-19,13,75,36,26,250,15,47,108,24,10,604,6,1,4,4,4,3,0,7,0,3,11,4,47,74,62,136
672,dha4,Colchester East Hants District Health Authority,1997,20-39,53,199,123,53,50,34,12,113,166,53,856,11,2,7,14,7,7,2,10,0,1,4,7,72,88,75,163
673,dha4,Colchester East Hants District Health Authority,1997,40-59,294,234,134,96,57,39,12,109,129,144,1248,15,7,9,12,8,8,4,10,2,8,6,12,101,109,93,202
674,dha4,Colchester East Hants District Health Authority,1997,60 plus,849,375,206,152,336,75,29,262,91,323,2698,16,13,10,12,12,5,6,11,4,11,13,12,125,114,111,225
675,dha4,Colchester East Hants District Health Authority,1997,All Ages,1209,883,499,327,693,163,100,592,410,530,5406,48,23,30,42,31,23,12,38,6,23,34,35,345,385,341,726
676,dha4,Colchester East Hants District Health Authority,1998,00-19,12,107,47,41,221,20,42,111,36,15,652,4,1,4,3,5,3,0,11,0,2,8,3,44,68,69,137
677,dha4,Colchester East Hants District Health Authority,1998,20-39,34,193,122,48,51,20,11,133,139,47,798,7,3,5,11,7,7,1,8,0,0,4,8,61,91,67,158
678,dha4,Colchester East Hants District Health Authority,1998,40-59,317,283,181,109,71,30,9,114,103,180,1397,14,9,6,12,9,7,6,12,1,7,9,13,105,106,97,203
679,dha4,Colchester East Hants District Health Authority,1998,60 plus,855,396,219,192,358,62,29,239,52,303,2705,15,13,11,12,12,5,6,11,1,12,11,13,122,117,111,228
680,dha4,Colchester East Hants District Health Authority,1998,All Ages,1218,979,569,390,701,132,91,597,330,545,5552,40,26,26,38,33,22,13,42,2,21,32,37,332,382,344,726
681,dha4,Colchester East Hants District Health Authority,1999,00-19,5,75,41,31,199,33,32,114,34,6,570,4,0,4,5,5,2,2,9,2,1,8,2,44,64,60,124
682,dha4,Colchester East Hants District Health Authority,1999,20-39,37,208,133,75,45,11,15,120,111,36,791,8,2,3,13,9,7,2,12,0,2,10,9,77,89,72,161
683,dha4,Colchester East Hants District Health Authority,1999,40-59,319,227,175,100,91,27,9,121,111,158,1338,15,8,8,13,12,6,3,12,2,8,12,11,110,107,104,211
684,dha4,Colchester East Hants District Health Authority,1999,60 plus,777,322,228,186,356,64,23,244,48,311,2559,15,13,8,12,12,6,7,13,0,13,13,11,123,116,111,227
685,dha4,Colchester East Hants District Health Authority,1999,All Ages,1138,832,577,392,691,135,79,599,304,511,5258,42,23,23,43,38,21,14,46,4,24,43,33,354,376,347,723
686,dha4,Colchester East Hants District Health Authority,2000,00-19,12,94,35,34,171,35,38,112,19,8,558,5,2,4,6,5,4,1,9,0,1,11,3,51,76,66,142
687,dha4,Colchester East Hants District Health Authority,2000,20-39,25,156,129,45,46,19,9,114,80,43,666,9,1,7,12,5,7,3,9,0,1,5,5,64,84,64,148
688,dha4,Colchester East Hants District Health Authority,2000,40-59,265,289,159,99,82,28,19,134,86,139,1300,14,8,8,14,10,7,3,11,2,10,11,10,108,108,98,206
689,dha4,Colchester East Hants District Health Authority,2000,60 plus,813,391,197,167,334,72,31,244,51,261,2561,14,13,9,12,13,6,6,12,1,12,14,13,125,117,109,226
690,dha4,Colchester East Hants District Health Authority,2000,All Ages,1115,930,520,345,633,154,97,604,236,451,5085,42,24,28,44,33,24,13,41,3,24,41,31,348,385,337,722
691,dha5,Cumberland Health Authority,1995,00-19,7,66,16,15,174,5,27,61,21,4,396,5,1,5,2,2,3,0,5,1,3,9,1,37,61,52,113
692,dha5,Cumberland Health Authority,1995,20-39,28,124,77,35,31,16,8,68,77,23,487,11,1,7,7,8,7,2,7,0,1,6,7,64,87,59,146
693,dha5,Cumberland Health Authority,1995,40-59,187,162,75,50,74,25,6,76,68,72,795,14,6,8,13,9,6,3,9,0,9,11,11,99,106,94,200
694,dha5,Cumberland Health Authority,1995,60 plus,671,309,151,131,349,92,34,204,65,244,2250,14,13,14,13,14,7,7,14,2,14,14,14,140,126,126,252
695,dha5,Cumberland Health Authority,1995,All Ages,893,661,319,231,628,138,75,409,231,343,3928,44,21,34,35,33,23,12,35,3,27,40,33,340,380,331,711
696,dha5,Cumberland Health Authority,1996,00-19,10,57,17,15,164,14,14,53,27,9,380,5,1,4,3,2,3,1,6,0,0,11,2,38,62,58,120
